Postalcode,Borough,Neighborhood,City,Latitude,Longitude,IsDuplicate,Total Venues,1st Most Common Label,2nd Most Common Label,3rd Most Common Label,4th Most Common Label,5th Most Common Label,6th Most Common Label,7th Most Common Label,8th Most Common Label,9th Most Common Label,10th Most Common Label,Median Rent Studio,Median Rent 1 Bedroom,Median Rent 2 Bedrooms,Median Rent 3 Bedrooms,Median Rent Studio in USD,Median Rent 1 Bedroom in USD,Median Rent 2 Bedrooms in USD,Median Rent 3 Bedrooms in USD,innerouter,Proximity,Normalized Median Rent Studio in USD,Normalized Median Rent 1 Bedroom in USD,Normalized Median Rent 2 Bedrooms in USD,Normalized Median Rent 3 Bedrooms in USD,Normalized Proximity,Normalized Total Venues
G1N,South Central,South Central,Quebec City,46.802781681000056,-71.26598115599995,False,18.0,Dining and Lunching,Retail,Arts and Entertainment,Travel and Transportation,Food and Beverage Retail,Office,Bar,Business and Professional Services,Community and Government,Education,608.0,852.0,995.0,1053.0,608.0,852.0,995.0,1053.0,inner,4.065934591674292,-0.9134523216029645,-0.5059443946934163,-0.27978563042142734,-0.7904403555847348,-0.2936404729312206,-0.2747871470143823
G2N,Quebec City West,Quebec City West North,Quebec City,46.91302856900006,-71.33953045699997,False,8.0,Dining and Lunching,Food and Beverage Retail,Retail,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,612.0,814.0,934.0,1110.0,612.0,814.0,934.0,1110.0,inner,14.706226307022696,-0.8879336535708817,-0.7531110252501875,-0.6054594576001934,-0.5666628688238813,-0.27102458849041855,-0.3366231983231795
G3N,Sainte-Catherine-de-la-Jacques-Cartier,"Fossambault-sur-le-Lac, Lac-Saint-Joseph",Quebec City,46.84445200000005,-71.61522599999995,False,8.0,Dining and Lunching,Food and Beverage Retail,Landmarks and Outdoors,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,698.0,805.0,907.0,1160.0,698.0,805.0,907.0,1160.0,inner,30.7804777840371,-0.3392822908811009,-0.8116504903820543,-0.7496101679907947,-0.37036682780558877,-0.23685885097100828,-0.3366231983231795
G5N,Rimouski,Rimouski Southwest,Quebec City,48.44922800000006,-68.52525899999995,True,35.0,Dining and Lunching,Bar,Retail,Travel and Transportation,Arts and Entertainment,Food and Beverage Retail,Sports and Recreation,Business and Professional Services,Community and Government,Education,647.0,922.0,1029.0,1381.0,647.0,922.0,1029.0,1381.0,outer,271.95311798556287,-0.664645308290157,-0.05063744366778555,-0.0982625136332627,0.49726167349526434,0.27575233554496553,-0.16966585978942705
G7N,Saguenay,Laterrière,Quebec City,48.37224865500008,-71.13058857099998,True,1.0,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Dining and Lunching,Education,Event,Financial Service,Food and Beverage Retail,612.0,814.0,934.0,1110.0,612.0,814.0,934.0,1110.0,inner,173.55589003423202,-0.8879336535708817,-0.7531110252501875,-0.6054594576001934,-0.5666628688238813,0.06660954170289958,-0.3799084342393375
G8N,Hébertville,Hébertville,Quebec City,48.394205000000056,-71.67745099999996,False,6.0,Retail,Travel and Transportation,Business and Professional Services,Arts and Entertainment,Bar,Community and Government,Dining and Lunching,Education,Event,Financial Service,698.0,805.0,907.0,1160.0,698.0,805.0,907.0,1160.0,inner,179.29296234358023,-0.3392822908811009,-0.8116504903820543,-0.7496101679907947,-0.37036682780558877,0.0788036589177109,-0.3489904085849389
G9N,Shawinigan,Shawinigan Central,Quebec City,46.55324000000007,-72.75034699999998,True,18.0,Dining and Lunching,Food and Beverage Retail,Retail,Arts and Entertainment,Landmarks and Outdoors,Travel and Transportation,Bar,Business and Professional Services,Community and Government,Education,684.0,831.0,921.0,1047.0,684.0,831.0,921.0,1047.0,inner,120.97189226456817,-0.4285976289933908,-0.6425364800011056,-0.674865355195668,-0.81399588050693,-0.04515747078216828,-0.2747871470143823
G1P,Quebec City West,Quebec City West South,Quebec City,46.79109000000005,-71.29249999999996,False,21.0,Dining and Lunching,Arts and Entertainment,Food and Beverage Retail,Retail,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,746.0,1038.0,1240.0,1217.0,746.0,1038.0,1240.0,1217.0,inner,6.400477110451627,-0.03305827449610697,0.7038712180318313,1.0282485934932886,-0.14658934104473526,-0.28867841500656355,-0.25623633162174314
G6P,Victoriaville,Victoriaville Central,Quebec City,46.054955000000064,-71.96020599999997,True,10.0,Dining and Lunching,Food and Beverage Retail,Bar,Arts and Entertainment,Business and Professional Services,Community and Government,Education,Event,Financial Service,Health and Medicine,948.0,1113.0,1257.0,1519.0,948.0,1113.0,1257.0,1519.0,inner,101.83828716185229,1.2556344611240757,1.1917000941307214,1.1190101518873707,1.0390387467057518,-0.08582584844654824,-0.32425598806142003
G7P,Saint-Ambroise,Saint-Ambroise,Quebec City,48.55955200000005,-71.32398399999994,False,5.0,Food and Beverage Retail,Business and Professional Services,Dining and Lunching,Landmarks and Outdoors,Arts and Entertainment,Bar,Community and Government,Education,Event,Financial Service,698.0,805.0,907.0,1160.0,698.0,805.0,907.0,1160.0,outer,194.44267042292998,-0.3392822908811009,-0.8116504903820543,-0.7496101679907947,-0.37036682780558877,0.11100428427652795,-0.35517401371581864
G9P,Shawinigan,Shawinigan Southeast,Quebec City,46.55324000000007,-72.75034699999998,True,18.0,Dining and Lunching,Food and Beverage Retail,Retail,Arts and Entertainment,Landmarks and Outdoors,Travel and Transportation,Bar,Business and Professional Services,Community and Government,Education,684.0,831.0,921.0,1047.0,684.0,831.0,921.0,1047.0,inner,120.97189226456817,-0.4285976289933908,-0.6425364800011056,-0.674865355195668,-0.81399588050693,-0.04515747078216828,-0.2747871470143823
G1R,Saint-Louis-de-Gonzague-du-Cap-Tourmente,Saint-Louis-de-Gonzague-du-Cap-Tourmente,Quebec City,46.810830511064665,-71.21501399726375,False,100.0,Dining and Lunching,Landmarks and Outdoors,Travel and Transportation,Arts and Entertainment,Bar,Retail,Community and Government,Food and Beverage Retail,Business and Professional Services,Education,696.0,811.0,906.0,1025.0,696.0,811.0,906.0,1025.0,inner,0.16514672610550124,-0.3520416248971423,-0.772624180294143,-0.7549490831904466,-0.9003661385549787,-0.3019315771561669,0.23226847371775475
G4R,Sept-Îles,"Maliotenam, Uashat",Quebec City,50.20984600000003,-66.38522399999994,True,11.0,Dining and Lunching,Travel and Transportation,Food and Beverage Retail,Office,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,647.0,922.0,1029.0,1381.0,647.0,922.0,1029.0,1381.0,outer,519.4562384778027,-0.664645308290157,-0.05063744366778555,-0.0982625136332627,0.49726167349526434,0.8018189248393278,-0.31807238293054035
G5R,Rivière-du-Loup,Rivière-du-Loup,Quebec City,47.82074000000006,-69.55178999999998,False,23.0,Dining and Lunching,Travel and Transportation,Food and Beverage Retail,Retail,Office,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,647.0,922.0,1029.0,1381.0,647.0,922.0,1029.0,1381.0,inner,168.43915394858973,-0.664645308290157,-0.05063744366778555,-0.0982625136332627,0.49726167349526434,0.05573394589004751,-0.24386912135998368
G6R,Victoriaville,Saint-Christophe-d'Arthabaska,Quebec City,46.054955000000064,-71.96020599999997,True,10.0,Dining and Lunching,Food and Beverage Retail,Bar,Arts and Entertainment,Business and Professional Services,Community and Government,Education,Event,Financial Service,Health and Medicine,948.0,1113.0,1257.0,1519.0,948.0,1113.0,1257.0,1519.0,inner,101.83828716185229,1.2556344611240757,1.1917000941307214,1.1190101518873707,1.0390387467057518,-0.08582584844654824,-0.32425598806142003
G9R,Shawinigan,Shawinigan Northwest,Quebec City,46.55324000000007,-72.75034699999998,True,18.0,Dining and Lunching,Food and Beverage Retail,Retail,Arts and Entertainment,Landmarks and Outdoors,Travel and Transportation,Bar,Business and Professional Services,Community and Government,Education,684.0,831.0,921.0,1047.0,684.0,831.0,921.0,1047.0,inner,120.97189226456817,-0.4285976289933908,-0.6425364800011056,-0.674865355195668,-0.81399588050693,-0.04515747078216828,-0.2747871470143823
G1S,Quebec City South,Quebec City South,Quebec City,46.792369894000046,-71.24526610899994,False,17.0,Dining and Lunching,Landmarks and Outdoors,Retail,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,647.0,904.0,1124.0,1226.0,647.0,904.0,1124.0,1226.0,inner,3.2249524896118094,-0.664645308290157,-0.1677163739315192,0.40893443033366794,-0.11125605366144259,-0.29542797599465564,-0.280970752145262
G3S,Shannon,Shannon,Quebec City,46.88026000000008,-71.51463999999999,False,4.0,Dining and Lunching,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,Food and Beverage Retail,698.0,805.0,907.0,1160.0,698.0,805.0,907.0,1160.0,inner,24.10503364281559,-0.3392822908811009,-0.8116504903820543,-0.7496101679907947,-0.37036682780558877,-0.2510474726110637,-0.36135761884669837
G4S,Sept-Îles,Sept-Îles Northwest,Quebec City,50.20984600000003,-66.38522399999994,True,11.0,Dining and Lunching,Travel and Transportation,Food and Beverage Retail,Office,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,647.0,922.0,1029.0,1381.0,647.0,922.0,1029.0,1381.0,outer,519.4562384778027,-0.664645308290157,-0.05063744366778555,-0.0982625136332627,0.49726167349526434,0.8018189248393278,-0.31807238293054035
G6S,Victoriaville,Victoriaville East,Quebec City,46.054955000000064,-71.96020599999997,True,10.0,Dining and Lunching,Food and Beverage Retail,Bar,Arts and Entertainment,Business and Professional Services,Community and Government,Education,Event,Financial Service,Health and Medicine,948.0,1113.0,1257.0,1519.0,948.0,1113.0,1257.0,1519.0,inner,101.83828716185229,1.2556344611240757,1.1917000941307214,1.1190101518873707,1.0390387467057518,-0.08582584844654824,-0.32425598806142003
G7S,Saguenay,Northeast Jonquière,Quebec City,48.37224865500008,-71.13058857099998,True,1.0,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Dining and Lunching,Education,Event,Financial Service,Food and Beverage Retail,612.0,814.0,934.0,1110.0,612.0,814.0,934.0,1110.0,inner,173.55589003423202,-0.8879336535708817,-0.7531110252501875,-0.6054594576001934,-0.5666628688238813,0.06660954170289958,-0.3799084342393375
G1T,Upper Riverbank,Upper Riverbank,Quebec City,46.77353206200007,-71.25925699799996,False,11.0,Dining and Lunching,Food and Beverage Retail,Landmarks and Outdoors,Bar,Education,Retail,Arts and Entertainment,Business and Professional Services,Community and Government,Event,717.0,1103.0,1274.0,1311.0,717.0,1103.0,1274.0,1311.0,inner,5.496416857583269,-0.21806861772870748,1.1266562439842027,1.2097717102814531,0.22244721606965476,-0.2905999903499256,-0.31807238293054035
G5T,Dégelis,Dégelis,Quebec City,47.54394100000008,-68.64672699999994,False,12.0,Dining and Lunching,Retail,Travel and Transportation,Arts and Entertainment,Food and Beverage Retail,Bar,Business and Professional Services,Community and Government,Education,Event,647.0,922.0,1029.0,1381.0,647.0,922.0,1029.0,1381.0,outer,210.94661706903517,-0.664645308290157,-0.05063744366778555,-0.0982625136332627,0.49726167349526434,0.14608333663249576,-0.3118887777996606
G6T,Victoriaville,Victoriaville Northwest,Quebec City,46.054955000000064,-71.96020599999997,True,10.0,Dining and Lunching,Food and Beverage Retail,Bar,Arts and Entertainment,Business and Professional Services,Community and Government,Education,Event,Financial Service,Health and Medicine,948.0,1113.0,1257.0,1519.0,948.0,1113.0,1257.0,1519.0,inner,101.83828716185229,1.2556344611240757,1.1917000941307214,1.1190101518873707,1.0390387467057518,-0.08582584844654824,-0.32425598806142003
G7T,Saguenay,Southeast Jonquière,Quebec City,48.37224865500008,-71.13058857099998,True,1.0,Retail,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Dining and Lunching,Education,Event,Financial Service,Food and Beverage Retail,612.0,814.0,934.0,1110.0,612.0,814.0,934.0,1110.0,inner,173.55589003423202,-0.8879336535708817,-0.7531110252501875,-0.6054594576001934,-0.5666628688238813,0.06660954170289958,-0.3799084342393375
G8T,Trois-Rivières,Central and southeast,Quebec City,46.34311100000008,-72.54331999999994,True,50.0,Dining and Lunching,Arts and Entertainment,Bar,Travel and Transportation,Food and Beverage Retail,Retail,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,948.0,1113.0,1257.0,1519.0,948.0,1113.0,1257.0,1519.0,inner,114.4291523967246,1.2556344611240757,1.1917000941307214,1.1190101518873707,1.0390387467057518,-0.05906403018259664,-0.07691178282623125
G9T,Shawinigan,Grand-Mère,Quebec City,46.55324000000007,-72.75034699999998,True,18.0,Dining and Lunching,Food and Beverage Retail,Retail,Arts and Entertainment,Landmarks and Outdoors,Travel and Transportation,Bar,Business and Professional Services,Community and Government,Education,684.0,831.0,921.0,1047.0,684.0,831.0,921.0,1047.0,inner,120.97189226456817,-0.4285976289933908,-0.6425364800011056,-0.674865355195668,-0.81399588050693,-0.04515747078216828,-0.2747871470143823
G1V,Northeast Sainte-Foy,Northeast Sainte-Foy,Quebec City,46.78002936500008,-71.28553315099998,False,51.0,Dining and Lunching,Retail,Arts and Entertainment,Food and Beverage Retail,Bar,Travel and Transportation,Business and Professional Services,Community and Government,Education,Event,746.0,1038.0,1240.0,1217.0,746.0,1038.0,1240.0,1217.0,inner,6.498430169128426,-0.03305827449610697,0.7038712180318313,1.0282485934932886,-0.14658934104473526,-0.2884702162921935,-0.07072817769535153
G4V,Sainte-Anne-des-Monts,Sainte-Anne-des-Monts,Quebec City,49.126333000000045,-66.48411399999998,False,10.0,Travel and Transportation,Arts and Entertainment,Bar,Business and Professional Services,Dining and Lunching,Landmarks and Outdoors,Retail,Community and Government,Education,Event,647.0,922.0,1029.0,1381.0,647.0,922.0,1029.0,1381.0,outer,436.86106676509684,-0.664645308290157,-0.05063744366778555,-0.0982625136332627,0.49726167349526434,0.6262633189598146,-0.32425598806142003
G5V,Montmagny,Montmagny,Quebec City,46.98015100000004,-70.55662199999995,False,12.0,Dining and Lunching,Food and Beverage Retail,Travel and Transportation,Arts and Entertainment,Retail,Bar,Business and Professional Services,Community and Government,Education,Event,647.0,922.0,1029.0,1381.0,647.0,922.0,1029.0,1381.0,inner,53.49587717574773,-0.664645308290157,-0.05063744366778555,-0.0982625136332627,0.49726167349526434,-0.1885773882618094,-0.3118887777996606
G6V,Lévis,Lévis North,Quebec City,46.81228000000005,-71.21453999999994,True,700.0,Dining and Lunching,Landmarks and Outdoors,Travel and Transportation,Arts and Entertainment,Bar,Retail,Community and Government,Business and Professional Services,Education,Event,696.0,811.0,906.0,1025.0,696.0,811.0,906.0,1025.0,inner,1.0603932974734412e-12,-0.3520416248971423,-0.772624180294143,-0.7549490831904466,-0.9003661385549787,-0.30228259565953813,3.942431552245587
G8V,Trois-Rivières,Trois-Rivières Northeast North,Quebec City,46.34311100000008,-72.54331999999994,True,100.0,Dining and Lunching,Arts and Entertainment,Bar,Travel and Transportation,Food and Beverage Retail,Retail,Landmarks and Outdoors,Business and Professional Services,Community and Government,Education,948.0,1113.0,1257.0,1519.0,948.0,1113.0,1257.0,1519.0,inner,114.4291523967246,1.2556344611240757,1.1917000941307214,1.1190101518873707,1.0390387467057518,-0.05906403018259664,0.23226847371775475
G1W,Southeast Sainte-Foy,Southeast Sainte-Foy,Quebec City,46.75627489600004,-71.29923327399996,False,17.0,Travel and Transportation,Dining and Lunching,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,Financial Service,Food and Beverage Retail,745.0,938.0,1154.0,1274.0,745.0,938.0,1154.0,1274.0,inner,8.977077381828437,-0.039437941504127674,0.053432716566644355,0.569101886323225,0.07718814571611826,-0.28320186459361385,-0.280970752145262
G4W,Matane,Matane,Quebec City,46.81228000000005,-71.21453999999994,True,100.0,Dining and Lunching,Landmarks and Outdoors,Travel and Transportation,Arts and Entertainment,Bar,Retail,Community and Government,Business and Professional Services,Education,Event,696.0,811.0,906.0,1025.0,696.0,811.0,906.0,1025.0,inner,1.0603932974734412e-12,-0.3520416248971423,-0.772624180294143,-0.7549490831904466,-0.9003661385549787,-0.30228259565953813,0.23226847371775475
G6W,Lévis,Lévis South,Quebec City,46.75442671400003,-71.21841043699999,False,9.0,Travel and Transportation,Landmarks and Outdoors,Retail,Dining and Lunching,Arts and Entertainment,Bar,Business and Professional Services,Community and Government,Education,Event,717.0,1103.0,1274.0,1311.0,717.0,1103.0,1274.0,1311.0,inner,6.438141655023041,-0.21806861772870748,1.1266562439842027,1.2097717102814531,0.22244721606965476,-0.2885983592138907,-0.33043959319229976
